RecordID,Date,Region,Platform,AudienceCount,EngagementRate,ConversionRate,AnomalyDetected,ModelUsed,ForecastError,RetrainingRequired,APIIntegration,FeatureEngineeringScore
3785,2023-12-12,Europe,Email,69344,6.52,0.38,False,Prophet,8.53,False,Failed,62.2
3786,2021-04-30,Africa,Website,37593,0.28,1.45,False,Prophet,11.71,False,Successful,81.2
3787,2021-08-28,North America,Website,37304,6.57,3.14,False,Prophet,11.92,False,Successful,72.3
3788,2022-02-22,Australia,Email,31386,6.22,2.84,False,LSTM,3.85,False,Failed,95.5
3789,2022-07-02,North America,Website,56220,3.17,3.06,False,Prophet,7.94,True,Successful,74.6
3790,2022-01-01,Africa,Email,70338,0.95,2.75,False,SARIMA,14.41,False,Failed,75.6
3791,2020-12-02,Europe,Website,95289,1.0,1.37,False,ARIMA,1.35,False,Successful,70.8
3792,2021-10-15,Europe,Social Media,22083,9.24,1.23,False,LSTM,10.25,False,Successful,89.5
3793,2022-03-23,South America,Mobile App,19354,6.92,0.69,False,LSTM,14.43,False,Successful,71.2
3794,2022-10-28,Asia,Email,23190,1.36,4.25,False,ARIMA,4.52,True,Successful,63.5
3795,2021-07-25,Asia,Email,7142,3.63,3.09,False,Prophet,12.92,False,Successful,93.1
3796,2022-07-14,Europe,Mobile App,29398,5.97,0.94,False,LSTM,14.01,False,Successful,79.8
3797,2020-11-05,Australia,Email,52971,8.37,0.89,False,SARIMA,11.21,False,Successful,79.6
3798,2022-07-10,Africa,Mobile App,42862,0.53,4.37,False,SARIMA,3.48,False,Successful,80.5
3799,2023-11-26,North America,Social Media,99668,2.44,3.72,False,SARIMA,5.02,False,Successful,85.9
3800,2020-07-27,Africa,Email,54410,8.91,3.3,False,Prophet,0.55,False,Successful,65.7
3801,2021-06-24,North America,Mobile App,20503,0.19,2.04,False,LSTM,12.47,False,Successful,51.7
3802,2021-12-27,North America,Social Media,49456,2.09,1.32,False,LSTM,12.75,False,Successful,90.5
3803,2020-11-10,North America,Mobile App,83035,9.59,4.9,False,ARIMA,9.49,False,Successful,56.4
3804,2023-08-19,North America,Website,9016,6.17,3.99,False,LSTM,5.29,False,Successful,86.1
3805,2020-04-21,Africa,Email,3384,2.69,1.52,False,LSTM,1.16,False,Successful,54.1
3806,2021-06-09,Europe,Website,63320,0.76,4.24,False,LSTM,11.3,False,Successful,68.8
3807,2022-06-04,Europe,Mobile App,16072,0.38,3.8,False,ARIMA,10.9,False,Failed,53.2
3808,2021-05-18,Asia,Social Media,81018,2.52,1.49,False,LSTM,13.69,False,Successful,76.1
3809,2021-05-21,Africa,Email,41510,8.83,2.14,False,ARIMA,10.96,True,Successful,82.7
3810,2020-02-10,Europe,Website,49933,4.22,0.94,False,SARIMA,12.43,False,Successful,58.6
3811,2021-11-12,South America,Website,22826,7.23,0.56,False,LSTM,11.19,False,Successful,68.6
3812,2023-05-02,North America,Email,69026,9.19,3.62,False,LSTM,9.46,False,Successful,96.5
3813,2021-01-21,Australia,Email,26518,4.14,1.34,False,Prophet,6.41,False,Successful,72.1
3814,2023-11-22,Asia,Website,25045,1.99,4.1,False,Prophet,13.53,False,Successful,90.1
3815,2020-11-05,South America,Email,51876,5.22,4.98,False,LSTM,9.77,False,Successful,96.4
3816,2023-01-23,Europe,Mobile App,93446,9.09,0.39,False,LSTM,5.98,False,Successful,98.7
3817,2021-07-25,Africa,Email,91102,8.06,2.37,False,SARIMA,1.26,False,Successful,94.9
3818,2022-03-27,South America,Email,52919,0.75,4.01,False,ARIMA,4.37,False,Successful,65.9
3819,2020-04-07,South America,Social Media,28103,6.96,3.95,False,SARIMA,8.16,True,Successful,98.1
3820,2021-06-10,Europe,Email,37188,5.76,3.8,False,Prophet,4.14,False,Successful,90.6
3821,2023-08-11,North America,Mobile App,6845,9.08,1.75,False,Prophet,3.33,True,Successful,91.9
3822,2022-01-26,Europe,Website,87698,1.31,2.27,False,LSTM,7.92,False,Successful,50.8
3823,2020-06-05,North America,Email,37674,5.39,2.98,False,SARIMA,2.56,False,Successful,97.7
3824,2021-05-07,North America,Social Media,20337,8.81,4.87,False,Prophet,12.01,False,Successful,88.9
3825,2022-05-01,North America,Email,23313,4.16,1.64,False,Prophet,7.27,False,Successful,88.4
3826,2020-07-22,Asia,Mobile App,27943,4.87,4.62,False,ARIMA,8.61,True,Successful,54.1
3827,2023-01-09,Australia,Website,78949,0.8,1.35,False,SARIMA,2.22,True,Successful,61.6
3828,2023-03-15,Europe,Social Media,1276,2.85,4.95,False,LSTM,4.88,True,Successful,98.1
3829,2022-03-12,Asia,Social Media,52151,3.31,3.35,False,ARIMA,6.16,True,Successful,75.0
3830,2022-06-26,Australia,Social Media,18611,9.46,2.32,False,ARIMA,12.13,True,Successful,69.9
3831,2023-12-13,Australia,Website,12944,2.9,3.07,False,LSTM,11.55,False,Successful,92.0
3832,2020-02-18,Africa,Email,53887,4.66,1.37,False,LSTM,3.35,False,Successful,54.4
3833,2020-11-13,North America,Social Media,82442,6.75,1.38,False,LSTM,9.25,True,Failed,70.8
3834,2021-02-26,Australia,Website,50847,1.71,0.58,False,ARIMA,3.66,True,Successful,68.8
3835,2023-02-01,Europe,Email,59653,4.92,0.58,False,SARIMA,14.82,False,Successful,67.5
3836,2020-11-27,Africa,Email,87072,7.41,1.74,False,ARIMA,14.28,False,Successful,65.4
3837,2021-05-18,Europe,Social Media,57622,8.68,3.82,False,Prophet,8.45,False,Failed,60.5
3838,2020-05-28,South America,Social Media,28810,6.3,3.04,False,SARIMA,10.49,False,Failed,58.6
3839,2021-02-05,Australia,Email,78842,6.72,0.52,False,SARIMA,12.02,True,Successful,82.0
3840,2020-06-16,Europe,Mobile App,11503,1.35,4.26,False,Prophet,10.82,False,Successful,96.0
3841,2021-03-18,North America,Social Media,85761,9.46,3.01,False,SARIMA,10.5,False,Successful,75.4
3842,2023-05-10,Africa,Email,37976,1.41,4.8,False,Prophet,14.38,False,Successful,64.9
3843,2023-04-28,North America,Email,12590,7.77,3.35,False,ARIMA,8.95,False,Successful,58.0
3844,2022-09-02,North America,Website,11886,2.72,0.88,False,LSTM,9.55,True,Failed,91.5
3845,2021-06-21,Europe,Email,13866,9.34,2.37,False,Prophet,12.74,True,Successful,98.6
3846,2023-02-03,Europe,Website,67624,7.23,3.25,False,SARIMA,10.05,True,Successful,67.5
3847,2022-08-14,Africa,Mobile App,69899,7.56,0.15,False,SARIMA,11.0,False,Successful,64.5
3848,2020-11-14,Australia,Mobile App,33792,2.27,0.08,False,ARIMA,3.52,False,Successful,80.1
3849,2022-12-16,Australia,Social Media,10764,4.49,0.66,False,ARIMA,5.58,False,Successful,88.8
3850,2020-07-30,Asia,Website,87156,6.22,1.27,False,SARIMA,2.22,False,Successful,72.8
3851,2023-03-18,Europe,Website,43727,7.72,2.15,False,ARIMA,7.59,False,Successful,81.5
3852,2021-11-23,Europe,Email,79471,1.13,2.44,False,Prophet,6.84,True,Successful,85.8
3853,2021-06-02,Australia,Social Media,9068,9.63,0.7,False,LSTM,14.96,False,Successful,98.0
3854,2023-10-21,Africa,Email,8295,8.91,3.37,False,LSTM,9.17,False,Successful,58.3
3855,2020-01-16,South America,Website,42160,2.78,2.98,False,LSTM,11.8,False,Successful,99.9
3856,2021-09-23,Africa,Social Media,12390,8.25,1.48,False,SARIMA,5.02,False,Successful,69.6
3857,2021-05-21,Europe,Website,21131,5.23,0.08,True,ARIMA,12.47,False,Successful,86.2
3858,2020-04-15,South America,Social Media,95754,4.67,0.4,False,LSTM,9.23,False,Successful,78.6
3859,2022-01-03,Asia,Mobile App,76969,3.21,1.96,False,Prophet,10.46,True,Successful,74.3
3860,2021-07-01,North America,Mobile App,16038,5.85,0.78,False,ARIMA,4.42,False,Successful,84.9
3861,2020-03-24,North America,Email,53327,7.33,1.89,False,SARIMA,8.23,False,Successful,69.8
3862,2020-03-27,Asia,Email,94718,4.17,3.14,False,SARIMA,9.51,False,Successful,56.3
3863,2023-12-29,Asia,Website,78064,6.33,2.74,False,Prophet,8.84,False,Successful,74.4
3864,2021-10-20,South America,Website,22281,7.02,1.16,False,LSTM,13.73,False,Successful,76.1
3865,2022-08-29,South America,Mobile App,55189,7.14,1.73,False,LSTM,13.48,False,Failed,60.1
3866,2023-03-01,Asia,Social Media,49511,0.61,3.07,False,Prophet,14.57,False,Successful,96.8
3867,2022-05-31,North America,Mobile App,9605,8.61,4.31,False,ARIMA,10.01,True,Successful,61.4
3868,2022-01-15,Asia,Website,2381,4.64,3.77,False,ARIMA,14.58,False,Successful,70.5
3869,2020-09-29,Africa,Mobile App,67634,2.7,2.77,False,ARIMA,12.49,False,Successful,57.7
3870,2022-07-25,South America,Website,20810,2.49,1.82,False,ARIMA,4.07,True,Successful,76.8
3871,2021-05-12,Europe,Mobile App,25322,4.88,1.83,False,SARIMA,6.42,False,Successful,65.4
3872,2020-07-27,South America,Website,42869,8.88,4.4,False,LSTM,3.58,False,Failed,74.5
3873,2022-11-20,North America,Social Media,33955,3.85,0.21,False,ARIMA,0.07,False,Successful,61.2
3874,2023-03-27,Asia,Email,62388,7.52,4.94,False,LSTM,2.83,True,Successful,52.7
3875,2022-07-20,Africa,Social Media,11207,1.06,3.33,False,LSTM,0.07,True,Successful,89.0
3876,2023-03-10,South America,Website,88329,4.81,3.41,False,LSTM,10.8,True,Successful,82.1
3877,2023-09-05,Africa,Email,68628,9.92,0.2,False,SARIMA,6.39,False,Successful,67.0
3878,2021-10-10,Asia,Website,29220,7.73,3.03,False,Prophet,4.7,True,Successful,52.4
3879,2023-07-20,North America,Social Media,85050,2.18,2.43,False,Prophet,11.43,True,Successful,93.3
3880,2020-04-29,South America,Email,75085,5.06,0.54,False,LSTM,12.49,False,Successful,58.5
3881,2023-01-22,Europe,Email,23031,2.41,1.4,False,SARIMA,14.63,False,Successful,96.5
3882,2023-11-05,Asia,Email,71721,4.15,4.45,False,LSTM,9.63,False,Successful,73.9
3883,2020-05-26,Australia,Website,81807,7.82,2.75,False,ARIMA,6.93,True,Successful,67.0
3884,2020-07-30,South America,Mobile App,72312,7.74,2.07,False,LSTM,4.59,False,Successful,87.1
3885,2020-11-23,Europe,Social Media,60766,2.36,0.37,False,Prophet,3.34,False,Successful,93.8
3886,2020-04-16,Asia,Email,13449,9.23,3.57,True,ARIMA,3.2,True,Failed,68.5
3887,2021-01-04,Africa,Social Media,90833,5.97,3.52,False,Prophet,6.14,False,Successful,70.4
3888,2022-06-08,South America,Email,57699,3.86,3.07,False,Prophet,14.88,True,Successful,71.7
3889,2023-10-08,South America,Mobile App,82253,5.07,2.56,True,LSTM,0.02,False,Successful,96.1
3890,2020-03-27,North America,Email,47092,6.09,2.17,False,LSTM,2.97,False,Successful,84.6
3891,2021-10-10,Europe,Website,64671,5.64,2.97,False,Prophet,2.83,False,Successful,62.4
3892,2022-06-09,North America,Mobile App,11350,4.92,1.17,False,Prophet,10.76,True,Successful,59.2
3893,2021-04-24,Africa,Social Media,97158,5.1,4.71,False,LSTM,5.29,False,Failed,61.5
3894,2020-06-14,Asia,Social Media,69487,1.85,2.95,False,LSTM,6.86,False,Failed,63.2
3895,2020-11-22,North America,Website,18622,8.15,1.56,False,LSTM,2.24,False,Successful,61.5
3896,2023-11-06,Europe,Website,71263,5.46,2.25,False,LSTM,6.08,False,Failed,82.9
3897,2021-08-13,Asia,Email,54117,1.4,4.03,False,Prophet,1.56,False,Successful,55.8
3898,2021-04-27,Europe,Email,59394,7.68,0.82,False,Prophet,8.0,False,Successful,69.4
3899,2022-03-09,North America,Social Media,24782,9.33,1.47,False,Prophet,1.48,True,Successful,81.3
3900,2021-05-22,North America,Mobile App,29454,9.48,3.4,False,SARIMA,11.86,False,Failed,64.5
3901,2023-08-21,North America,Mobile App,68904,3.75,1.58,False,LSTM,8.5,True,Successful,53.3
3902,2022-02-14,Europe,Social Media,16592,1.44,3.96,False,Prophet,10.86,False,Successful,54.1
3903,2023-01-13,Australia,Website,23173,5.23,0.66,False,ARIMA,6.28,True,Successful,56.3
3904,2021-06-05,North America,Website,34204,1.21,3.82,False,SARIMA,5.73,False,Successful,91.8
3905,2021-12-06,Australia,Social Media,36596,9.35,0.35,False,ARIMA,1.48,True,Successful,82.9
3906,2021-08-24,Asia,Social Media,35324,1.92,0.07,False,ARIMA,7.86,False,Successful,53.2
3907,2023-12-16,Asia,Website,62202,2.6,4.49,False,SARIMA,7.72,False,Successful,69.6
3908,2023-04-18,Australia,Email,90400,4.13,2.91,False,SARIMA,7.03,False,Successful,63.9
3909,2021-08-11,Australia,Social Media,31750,3.89,1.77,True,SARIMA,11.11,True,Successful,78.9
3910,2023-03-17,North America,Email,77112,7.97,1.17,False,Prophet,12.49,False,Successful,76.1
3911,2022-06-21,Asia,Website,17566,4.62,3.09,False,LSTM,11.26,False,Successful,74.1
3912,2023-11-13,Africa,Social Media,8190,1.79,2.55,False,Prophet,2.17,True,Successful,65.7
3913,2021-09-02,Europe,Email,89607,2.75,4.96,False,LSTM,9.33,False,Successful,56.9
3914,2022-11-14,Asia,Mobile App,39333,5.14,4.92,False,Prophet,1.21,False,Failed,87.1
3915,2022-03-24,Europe,Social Media,81905,1.56,3.18,False,LSTM,10.42,False,Successful,94.0
3916,2021-10-04,Australia,Mobile App,90571,6.16,2.22,False,ARIMA,5.73,False,Successful,97.2
3917,2023-11-22,South America,Website,2589,5.7,2.46,False,SARIMA,2.0,False,Failed,52.9
3918,2022-02-10,North America,Social Media,26235,7.18,3.42,False,LSTM,12.93,True,Failed,87.0
3919,2020-09-19,Asia,Social Media,1159,9.38,0.52,False,LSTM,9.21,False,Successful,86.3
3920,2023-02-16,South America,Email,13145,9.13,1.65,False,ARIMA,5.33,False,Successful,97.4
3921,2020-06-18,North America,Website,81909,9.47,0.39,False,SARIMA,0.47,False,Successful,62.6
3922,2020-08-11,Australia,Email,32921,2.52,0.38,False,LSTM,8.06,False,Successful,87.1
3923,2023-01-17,Europe,Mobile App,17237,1.4,0.99,False,SARIMA,13.85,False,Successful,52.7
3924,2021-11-09,Europe,Social Media,9244,3.09,2.43,False,Prophet,8.95,True,Successful,81.6
3925,2022-10-16,Australia,Mobile App,15743,8.96,3.93,False,LSTM,14.58,False,Successful,67.5
3926,2023-08-11,South America,Website,98102,9.72,2.43,False,ARIMA,2.06,False,Successful,88.4
3927,2022-04-11,Australia,Website,47101,8.61,1.68,False,SARIMA,8.53,False,Successful,93.2
3928,2021-06-11,North America,Website,85227,1.19,0.42,False,LSTM,11.97,False,Successful,68.2
3929,2022-10-24,Australia,Website,57378,9.48,2.76,False,LSTM,7.89,False,Successful,76.3
3930,2023-11-29,Africa,Mobile App,72126,4.29,1.36,True,SARIMA,1.38,False,Successful,55.9
3931,2021-10-01,Africa,Mobile App,57071,0.19,3.08,False,Prophet,8.75,False,Successful,70.8
3932,2023-05-04,Asia,Social Media,72121,4.48,4.89,False,ARIMA,9.18,False,Successful,68.0
3933,2022-01-13,Australia,Mobile App,75763,0.56,0.57,False,SARIMA,10.93,True,Successful,59.2
3934,2022-09-20,South America,Social Media,94814,5.48,1.07,False,SARIMA,11.42,True,Successful,94.7
3935,2022-07-24,Australia,Website,13237,3.45,2.37,False,LSTM,11.56,True,Successful,57.4
3936,2022-01-10,South America,Website,16649,4.79,4.84,False,LSTM,9.96,False,Successful,81.8
3937,2023-09-30,Asia,Website,38713,6.17,3.86,False,SARIMA,3.25,True,Successful,94.5
3938,2021-04-20,Europe,Email,74463,8.7,4.49,False,LSTM,6.07,True,Successful,95.6
3939,2023-11-04,North America,Email,46409,6.65,1.68,False,ARIMA,11.64,True,Successful,89.7
3940,2023-11-30,Asia,Website,49766,4.4,4.96,False,LSTM,14.3,False,Successful,58.8
3941,2021-03-09,Asia,Social Media,47154,8.21,0.52,False,ARIMA,1.19,False,Successful,90.9
3942,2022-02-09,Asia,Website,8016,9.07,0.27,False,ARIMA,8.04,False,Failed,63.8
3943,2020-09-14,North America,Email,80563,1.29,4.28,False,Prophet,4.69,False,Successful,96.1
3944,2021-10-17,Africa,Mobile App,49688,5.37,4.64,False,SARIMA,3.39,False,Successful,85.5
3945,2022-10-19,Africa,Email,90678,2.92,0.46,False,ARIMA,7.59,False,Successful,89.3
3946,2023-10-04,Africa,Website,55238,0.57,0.58,True,LSTM,9.1,False,Failed,54.3
3947,2022-03-21,Europe,Website,59608,6.72,0.18,False,ARIMA,0.16,False,Failed,79.1
3948,2023-09-07,Australia,Email,90081,8.64,0.53,False,Prophet,11.71,False,Successful,91.1
3949,2023-03-16,Africa,Mobile App,32897,1.71,1.06,False,LSTM,12.3,False,Successful,93.1
3950,2022-05-06,Australia,Social Media,51961,8.14,4.85,False,ARIMA,14.48,False,Successful,51.4
3951,2020-04-21,Australia,Mobile App,69703,8.55,3.34,False,LSTM,2.72,False,Successful,97.0
3952,2020-10-09,Africa,Social Media,45757,9.15,3.89,False,Prophet,8.92,False,Failed,52.2
3953,2022-01-02,Asia,Email,27917,2.73,3.88,False,ARIMA,6.41,False,Successful,80.7
3954,2021-10-13,Australia,Email,23736,9.05,2.68,False,ARIMA,5.03,False,Successful,84.7
3955,2021-10-30,Africa,Mobile App,28990,3.27,3.99,False,SARIMA,8.49,False,Successful,55.4
3956,2020-12-08,Europe,Email,63551,5.57,2.98,False,SARIMA,11.74,False,Successful,52.4
3957,2022-06-11,Asia,Social Media,59161,0.6,1.58,False,LSTM,0.36,False,Successful,89.2
3958,2020-07-24,Asia,Social Media,80623,0.53,2.81,False,ARIMA,14.54,True,Successful,69.2
3959,2022-07-25,Australia,Social Media,23440,7.23,2.67,False,LSTM,12.15,False,Successful,55.4
3960,2023-12-20,Africa,Website,36205,4.5,4.12,False,Prophet,11.27,True,Successful,88.1
3961,2022-09-01,North America,Mobile App,81811,2.64,4.91,False,SARIMA,11.41,False,Successful,92.5
3962,2020-12-05,Europe,Website,56103,1.99,2.06,False,ARIMA,5.84,False,Successful,79.4
3963,2021-03-14,North America,Email,71812,6.73,3.82,False,LSTM,11.28,False,Successful,58.1
3964,2021-08-28,Africa,Website,42627,0.1,0.51,False,LSTM,5.81,False,Successful,50.8
3965,2021-08-22,Asia,Website,20008,8.08,3.89,False,ARIMA,13.48,False,Successful,85.0
3966,2021-12-23,Africa,Mobile App,72274,0.88,1.86,False,ARIMA,2.67,False,Successful,77.5
3967,2023-03-05,Asia,Email,33402,2.0,0.21,False,Prophet,4.39,False,Successful,82.5
3968,2020-06-23,Australia,Email,54384,3.92,1.82,False,ARIMA,8.27,False,Successful,90.7
3969,2020-12-15,Africa,Mobile App,6793,4.9,3.06,False,ARIMA,4.79,False,Successful,71.7
3970,2023-06-04,Africa,Mobile App,6571,3.61,0.61,False,Prophet,6.37,True,Successful,56.2
3971,2022-08-28,South America,Social Media,97867,3.28,4.62,False,ARIMA,7.39,False,Successful,97.0
3972,2022-07-05,Europe,Social Media,17209,9.64,0.4,True,LSTM,12.85,False,Successful,77.3
3973,2022-01-04,Asia,Email,91930,6.45,4.65,False,Prophet,7.85,True,Successful,80.8
3974,2020-08-19,Australia,Mobile App,44148,0.33,3.54,False,LSTM,5.44,False,Successful,96.7
3975,2022-10-05,South America,Website,92218,4.36,1.66,False,ARIMA,3.72,False,Successful,96.6
3976,2023-06-17,Africa,Website,3224,8.76,1.96,False,LSTM,6.14,True,Successful,78.6
3977,2023-10-09,Africa,Social Media,49695,3.08,3.71,False,LSTM,7.74,False,Successful,64.9
3978,2022-05-11,North America,Social Media,33441,1.04,3.01,False,LSTM,11.19,True,Successful,99.9
3979,2023-12-19,Europe,Website,40129,7.61,3.36,False,SARIMA,1.82,False,Failed,84.0
3980,2020-03-05,South America,Social Media,63368,6.1,1.95,False,Prophet,3.33,False,Successful,70.4
3981,2022-02-01,North America,Email,93122,5.75,2.44,False,LSTM,5.7,False,Successful,78.0
3982,2020-02-04,North America,Email,45760,0.63,4.95,False,LSTM,5.41,False,Successful,70.8
3983,2021-06-26,South America,Email,24478,1.49,1.08,False,SARIMA,5.88,False,Successful,94.4
3984,2023-12-18,South America,Mobile App,72854,6.26,2.1,False,ARIMA,11.9,False,Successful,74.1
3985,2020-03-06,Europe,Mobile App,95230,2.16,1.47,False,ARIMA,4.87,True,Failed,91.2
3986,2023-06-16,Europe,Website,86716,5.09,3.83,False,ARIMA,7.53,False,Successful,92.0
3987,2022-01-18,Africa,Website,13180,5.49,3.82,False,ARIMA,9.36,False,Successful,91.2
3988,2023-06-05,Africa,Social Media,99538,2.91,1.47,False,Prophet,3.49,False,Failed,86.1
3989,2023-12-06,Europe,Email,16372,9.49,0.42,False,ARIMA,10.78,False,Successful,92.7
3990,2021-07-31,Europe,Email,30796,8.44,0.07,False,Prophet,8.21,False,Successful,69.4
3991,2021-07-21,Asia,Social Media,59272,7.25,2.14,True,SARIMA,6.71,False,Successful,55.7
3992,2020-04-23,Africa,Email,90963,0.87,2.06,False,LSTM,12.15,False,Successful,92.1
3993,2020-04-15,Australia,Mobile App,99826,1.15,4.94,False,ARIMA,3.66,False,Successful,74.9
3994,2022-09-13,Asia,Social Media,94635,4.98,2.35,False,Prophet,13.25,False,Successful,56.4
3995,2022-08-01,Asia,Social Media,55040,1.69,1.29,False,Prophet,8.42,False,Successful,55.8
3996,2023-11-23,Europe,Email,76357,9.78,4.46,False,Prophet,9.14,False,Successful,58.0
3997,2022-03-31,Europe,Email,72368,1.67,2.46,False,Prophet,13.13,True,Successful,87.5
3998,2020-03-27,Australia,Mobile App,79356,4.93,3.0,False,ARIMA,12.27,False,Successful,85.5
3999,2020-02-01,Africa,Website,17211,3.7,0.49,False,ARIMA,9.03,False,Successful,60.2
4000,2022-09-27,South America,Social Media,6842,6.43,1.92,False,LSTM,11.3,False,Successful,92.3
4001,2021-07-02,Africa,Mobile App,64115,1.38,4.72,False,ARIMA,6.51,False,Successful,64.1
4002,2022-12-31,Australia,Website,67852,4.36,2.95,False,ARIMA,8.22,False,Successful,89.6
4003,2020-01-27,Asia,Mobile App,46968,2.82,1.73,False,SARIMA,0.94,False,Successful,74.4
4004,2020-01-17,Asia,Mobile App,18508,8.89,3.13,False,Prophet,1.36,False,Successful,86.6
4005,2023-08-16,Australia,Website,23005,0.5,4.55,False,SARIMA,12.44,False,Successful,69.1
4006,2021-02-16,Australia,Mobile App,55575,9.15,1.38,False,ARIMA,0.9,False,Successful,67.4
4007,2022-01-26,Africa,Email,81742,8.35,2.53,False,SARIMA,2.55,True,Failed,92.1
4008,2020-02-16,Australia,Social Media,19971,3.05,4.79,False,Prophet,11.94,True,Successful,51.8
4009,2021-03-13,Asia,Website,26599,7.91,0.87,False,LSTM,0.03,True,Successful,98.7
4010,2021-01-23,Europe,Mobile App,88592,0.41,3.6,True,LSTM,4.24,True,Successful,82.4
4011,2020-12-18,Europe,Mobile App,67914,9.67,3.08,False,ARIMA,8.76,False,Successful,71.6
4012,2022-05-09,South America,Mobile App,68055,5.31,3.4,False,ARIMA,8.94,False,Successful,81.4
4013,2022-05-25,South America,Website,88697,3.1,1.76,True,ARIMA,11.66,False,Failed,56.1
4014,2020-09-08,Europe,Website,6355,3.69,1.58,False,ARIMA,7.59,False,Successful,75.7
4015,2021-12-31,Africa,Social Media,55120,0.76,3.42,False,ARIMA,7.65,False,Successful,99.3
4016,2021-09-29,Asia,Website,75619,9.89,1.09,False,ARIMA,10.88,False,Successful,61.8
4017,2023-04-18,Africa,Mobile App,39342,0.49,2.1,False,ARIMA,7.48,False,Successful,86.1
4018,2022-10-29,South America,Website,86992,6.58,0.95,False,LSTM,9.13,True,Successful,71.7
4019,2020-06-17,Asia,Mobile App,79860,4.48,0.05,False,ARIMA,13.47,False,Failed,82.6
4020,2023-07-12,Australia,Mobile App,3257,9.49,4.85,False,LSTM,6.03,False,Successful,60.2
4021,2023-04-09,Australia,Social Media,28364,2.54,2.16,False,ARIMA,5.78,False,Successful,73.5
4022,2023-05-03,Africa,Email,25972,5.37,4.85,False,LSTM,0.06,False,Successful,99.0
4023,2021-07-02,Europe,Mobile App,27654,4.88,0.71,False,SARIMA,9.21,False,Successful,59.8
4024,2020-11-17,North America,Website,81769,7.06,2.94,False,Prophet,0.46,False,Successful,81.8
4025,2020-06-30,South America,Social Media,82423,0.77,1.01,True,LSTM,7.57,True,Successful,78.8
4026,2021-04-24,Europe,Mobile App,30320,2.02,3.95,False,ARIMA,12.07,False,Successful,78.3
4027,2022-03-29,Africa,Email,21808,2.22,3.92,False,ARIMA,8.25,True,Failed,80.8
4028,2021-01-21,Europe,Mobile App,53389,7.41,0.57,False,SARIMA,4.05,False,Successful,75.1
4029,2020-01-20,Europe,Social Media,96690,1.97,4.56,False,Prophet,11.79,False,Failed,50.8
4030,2021-04-18,Asia,Website,35773,5.78,0.98,False,LSTM,4.05,False,Successful,95.0
4031,2022-03-23,Europe,Website,52168,2.23,3.07,False,LSTM,11.0,False,Successful,91.3
4032,2021-05-02,Europe,Social Media,28747,8.63,4.93,False,LSTM,9.16,True,Successful,58.7
4033,2023-03-16,North America,Email,77396,9.43,4.41,False,ARIMA,2.56,False,Successful,70.7
4034,2022-03-08,Asia,Website,84692,5.23,4.78,False,SARIMA,13.58,False,Successful,88.5
4035,2020-08-01,North America,Website,58505,3.59,1.72,False,SARIMA,3.02,False,Successful,99.0
4036,2022-03-07,Asia,Website,86896,2.42,0.54,False,ARIMA,14.84,False,Successful,97.6
4037,2023-01-01,Australia,Social Media,19135,0.59,0.95,False,SARIMA,0.12,False,Failed,95.0
4038,2022-05-06,Asia,Website,91887,2.76,2.51,False,SARIMA,3.96,False,Successful,57.9
4039,2021-04-10,Australia,Social Media,97035,6.58,3.97,False,SARIMA,3.01,False,Successful,95.7
4040,2022-12-09,Australia,Email,48377,5.38,0.76,False,SARIMA,0.22,False,Successful,93.9
4041,2023-05-07,Africa,Email,24554,9.45,3.3,False,Prophet,10.99,False,Successful,68.8
4042,2021-03-20,Asia,Mobile App,63491,4.02,1.62,True,ARIMA,10.4,True,Successful,69.7
4043,2021-01-16,Europe,Mobile App,56621,6.97,1.71,False,Prophet,11.89,False,Successful,73.0
4044,2022-07-01,Asia,Email,59283,4.94,3.31,False,LSTM,3.86,True,Successful,82.8
4045,2020-09-08,Asia,Mobile App,86140,5.17,2.34,False,SARIMA,6.67,False,Failed,63.0
4046,2021-08-24,Asia,Mobile App,17923,2.75,4.06,False,Prophet,9.89,True,Successful,51.1
4047,2022-09-03,Australia,Website,48591,4.6,0.79,False,ARIMA,6.6,False,Successful,57.1
4048,2020-02-19,Asia,Social Media,63261,4.76,3.95,False,ARIMA,10.46,False,Successful,72.0
4049,2022-12-05,Asia,Website,55336,7.1,0.33,False,LSTM,9.51,False,Successful,64.1
4050,2020-08-02,North America,Website,75083,9.41,0.98,False,ARIMA,1.73,False,Successful,88.2
4051,2023-04-26,Europe,Mobile App,61948,3.36,3.28,False,ARIMA,11.72,False,Successful,55.3
4052,2021-07-10,Australia,Mobile App,34002,0.52,4.28,False,LSTM,10.81,False,Failed,95.9
4053,2022-06-19,Australia,Email,81098,5.01,1.27,False,SARIMA,9.84,False,Successful,94.8
4054,2023-03-15,Africa,Mobile App,74016,5.49,1.64,False,ARIMA,2.33,False,Successful,95.4
4055,2023-10-15,Australia,Mobile App,27672,1.77,2.69,False,LSTM,4.03,False,Successful,87.0
4056,2023-08-03,Europe,Mobile App,5213,7.63,1.07,False,LSTM,5.9,False,Successful,55.3
4057,2021-03-12,South America,Mobile App,11293,9.85,4.06,False,SARIMA,4.21,False,Successful,71.9
4058,2021-05-09,Europe,Email,56860,9.46,3.87,False,LSTM,3.42,True,Successful,56.6
4059,2021-03-29,Africa,Email,63507,2.05,0.74,False,SARIMA,12.08,True,Successful,99.4
4060,2020-04-18,Europe,Website,58134,8.77,2.32,False,SARIMA,9.58,False,Successful,66.7
